assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations,entry_n,exit_n,leverage,robust_train,total_return_pct,cagr_pct,mdd_pct,profit_factor,sharpe,win_rate_pct,trades,liquidations,final_equity_krw,symbol
10,9,1646.4445170672516,58.843814833277904,-68.6153264137411,1.4819098544362783,1.1518924706484515,1239,0,120,60,1.0,True,5356.349202865706,91.45479291992812,-76.25964467223557,1.579853709230183,1.2709104928927797,43.35664335664335,143,0,545634920.2865705,BNBUSDT
10,9,1646.4445170672516,58.843814833277904,-68.6153264137411,1.4819098544362783,1.1518924706484515,1239,0,120,60,1.0,True,201.1779183121843,20.884050650610362,-68.91773299722661,1.1173955961438322,0.6202598669702043,34.74576271186441,118,0,30117791.83121843,XRPUSDT
10,9,1646.4445170672516,58.843814833277904,-68.6153264137411,1.4819098544362783,1.1518924706484515,1239,0,120,60,1.0,True,1327.9180241023098,57.586920620700944,-68.3129198302556,1.3932557078622287,1.0070302501188109,44.274809160305345,131,0,142791802.410231,ADAUSDT
10,9,1646.4445170672516,58.843814833277904,-68.6153264137411,1.4819098544362783,1.1518924706484515,1239,0,120,60,1.0,True,13532.712821374864,167.62223868075984,-70.25296605024518,1.570564001010328,1.4403221812191913,37.234042553191486,94,0,1363271282.1374865,DOGEUSDT
10,9,1646.4445170672516,58.843814833277904,-68.6153264137411,1.4819098544362783,1.1518924706484515,1239,0,120,60,1.0,True,534.5512699741191,41.53148816707992,-78.66830872557377,1.1652307632074344,0.8367639460262299,38.582677165354326,127,0,63455126.997411914,LINKUSDT
10,9,1646.4445170672516,58.843814833277904,-68.6153264137411,1.4819098544362783,1.1518924706484515,1239,0,120,60,1.0,True,-64.03628153230463,-15.46563331559252,-80.48255905670504,0.8121510525475356,0.04162532792380615,36.42857142857142,140,0,3596371.8467695364,LTCUSDT
10,9,1646.4445170672516,58.843814833277904,-68.6153264137411,1.4819098544362783,1.1518924706484515,1239,0,120,60,1.0,True,3500.5138707756637,133.7676566626149,-57.26189078706827,1.5778710877576207,1.4037114406678437,40.77669902912621,103,0,360051387.0775664,SOLUSDT
10,9,1646.4445170672516,58.843814833277904,-68.6153264137411,1.4819098544362783,1.1518924706484515,1239,0,120,60,1.0,True,4701.895421992592,154.78054058625875,-66.84242363291284,1.706501844358937,1.5227668775440508,39.58333333333333,96,0,480189542.19925916,AVAXUSDT
10,9,1980.8375983842238,64.89608588298347,-63.99377375831674,1.452707959744222,1.1755556598520747,1149,0,120,70,1.0,True,1990.9800774586565,61.86112867162379,-43.663104285985845,1.9822272556481637,1.2600239234234176,40.310077519379846,129,0,209098007.74586564,BTCUSDT
10,9,1980.8375983842238,64.89608588298347,-63.99377375831674,1.452707959744222,1.1755556598520747,1149,0,120,70,1.0,True,1490.38878978314,54.99487637130935,-69.10334535556237,1.2393207618489763,1.0430092804940008,40.57971014492754,138,0,159038878.978314,ETHUSDT
